397133,0.2615067350807725,0.7565345006967598
37777,0.5581016031735077,0.8081543393666933
252219,0.18872084773406636,0.8378885449910423
87038,0.26061741095760943,0.8238920049300504
174482,0.22360344838262247,0.825242340752613
403385,0.1462005896155466,0.8953343499266188
6818,0.7974791711172826,0.8793328120927808
480985,0.18758583759084757,0.8176231485594756
458054,0.013639200998751561,0.39382058872016584
331352,0.476872044204996,0.8438646017778747
296649,0.09961452037811871,0.833487736322635
386912,0.12864110761303407,0.7838490032808201
502136,0.1594306049822064,0.7827804938391846
491497,0.25025449067530453,0.9265615307643582
184791,0.4384310045467259,0.8890681200145664
348881,0.12443626693358899,0.7626572150878634
289393,0.4735371406699477,0.8799526356991251
522713,0.24339214244874624,0.5973975104060315
181666,0.0004366812227074236,0.8237179394274269
17627,0.2956859348416836,0.9035800539684465
143931,0.5239865383732909,0.9460684794847305
303818,0.3444166473142155,0.8861629622852677
463730,0.1476155346720172,0.9154844529493646
460347,0.8541251671473837,0.8754815320203464
322864,0.19401314839509737,0.8585109064304088
